deg_C,relative_humidity,absolute_humidity,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,target
21.0,43.2,0.9982,750.1,706.0,977.0,1444.8,814.0,3.9
36.5,21.5,1.2502,968.0,821.1,910.0,1391.0,636.0,5.7
39.0,29.2,1.8037,954.5,858.0,898.6,1655.8,570.6,6.1
20.4,35.8,0.8833,970.0,1119.3,781.1,1624.3,973.4,13.0
8.0,64.9,0.7124,999.9,738.2,1054.5,1368.1,930.8,5.3
34.7,29.1,1.7537,884.5,823.7,923.9,1613.6,538.6,5.4
16.4,76.5,1.503,912.8,830.0,874.1,1421.7,825.0,5.5
17.7,46.3,0.892,1127.7,887.2,812.2,1570.0,1003.8,9.3
28.9,38.4,1.512,1081.7,1021.3,629.5,1650.4,1154.0,9.7
19.9,65.5,1.4706,1265.8,1182.8,550.2,1742.0,1600.6,19.3
21.5,56.1,1.3848,1177.9,1343.7,700.7,2003.5,1273.9,20.5
21.2,37.4,1.0157,940.2,917.3,1006.1,1456.1,721.7,7.7
19.1,45.2,0.9074,1442.7,1121.0,717.0,1769.2,1413.0,14.7
23.7,67.7,1.8682,1267.6,1217.4,538.6,2068.6,1482.0,18.9
28.9,39.6,1.7295,999.9,777.5,865.0,1466.6,597.5,6.5
24.3,32.0,1.0529,823.2,705.6,1249.5,1460.5,530.2,4.2
27.0,28.3,0.9282,1074.4,1005.1,791.0,1680.6,903.1,11.5
18.2,48.9,1.0453,1142.7,966.7,798.2,1474.5,1239.3,11.0
21.7,36.9,1.06,1230.9,1067.9,841.4,1721.0,1112.4,12.1
5.3,64.1,0.6328,1051.4,888.3,829.0,1145.4,1011.4,7.0
16.0,62.4,1.0937,1112.8,882.6,851.8,1554.0,1048.3,8.7
17.4,44.0,0.9054,781.2,795.9,994.0,1165.2,779.3,4.9
12.3,80.4,1.1178,1052.5,857.8,860.0,1248.3,904.3,6.0
15.6,56.8,1.0142,800.6,605.2,1115.8,1389.2,692.0,2.7
21.1,86.7,1.9717,941.9,767.3,805.0,1541.8,883.8,5.2
16.4,24.4,0.473,1057.7,1008.4,783.4,1206.4,972.8,12.1
21.8,49.1,1.1448,1252.1,1447.1,528.2,2226.4,1693.2,28.7
18.9,74.3,1.5728,1245.4,1310.2,530.2,1786.0,1364.8,18.0
35.9,19.9,1.2022,1019.7,1091.8,698.0,1524.5,792.4,11.4
33.1,23.0,1.1398,866.9,845.2,921.4,1361.0,540.3,5.7
21.0,60.5,1.5782,1609.1,1453.3,458.5,1972.1,1732.6,28.6
12.6,25.5,0.3686,929.3,918.7,857.8,995.9,1052.8,8.9
22.7,40.2,1.229,1052.7,908.0,795.2,1588.0,852.8,8.2
10.1,67.3,0.8182,1187.2,1187.3,557.8,1418.3,1555.3,15.7
23.1,33.3,0.9132,1065.3,894.0,908.2,1499.4,728.3,8.2
19.9,35.5,0.8565,1337.7,1028.4,724.7,1614.7,1206.4,13.3
6.4,56.7,0.5824,809.6,511.6,1165.3,928.2,720.0,1.3
37.5,25.2,1.6651,1024.3,963.0,770.4,1610.1,652.9,8.2
26.6,40.9,1.3377,787.7,683.0,987.0,1495.3,699.9,3.9
14.9,71.1,1.1164,1829.4,1540.4,419.5,1892.2,2122.3,33.2
24.6,29.8,0.9647,1056.8,889.4,979.7,1458.2,580.0,6.4
10.5,54.8,0.7277,1228.4,880.8,930.0,1390.8,1164.0,8.4
20.2,74.5,1.7229,924.2,674.2,894.7,1440.4,845.0,4.0
17.5,54.3,0.9914,1171.1,880.0,923.7,1578.1,1141.9,7.8
24.0,31.6,1.0935,1100.4,924.0,764.4,1659.4,1085.3,10.0
34.6,35.4,1.8481,903.3,694.3,1008.0,1515.1,452.9,2.9
16.3,47.3,0.8121,910.1,667.4,1149.5,1406.1,569.2,4.0
26.5,32.9,1.1235,892.4,744.6,991.2,1448.7,808.3,4.2
20.7,45.0,1.1557,930.3,611.9,1023.9,1221.7,685.8,3.0
23.7,33.4,1.0019,817.8,584.0,1426.0,1358.2,426.3,1.8
26.8,23.6,0.9793,1066.6,1099.6,757.4,1567.9,1310.2,12.0
6.6,51.8,0.4913,722.9,443.0,1646.4,792.0,326.9,0.4
18.9,69.6,1.4999,1504.9,1438.2,446.4,2155.0,1539.8,26.0
14.9,37.8,0.6163,914.0,687.4,1331.4,1163.3,501.9,3.1
22.0,59.5,1.5784,1599.8,1628.9,368.5,2306.6,1789.6,31.0
14.0,68.7,1.0135,1003.0,663.5,1076.7,1508.4,764.2,3.3
25.4,34.7,1.0966,1005.9,899.2,920.1,1457.0,735.0,6.9
36.8,21.6,1.4478,1172.2,1332.4,715.0,1920.0,1403.9,19.2
31.1,23.9,0.9831,833.2,713.9,1098.5,1373.9,476.9,4.3
27.3,57.6,2.0895,1080.7,1070.0,646.9,1789.8,1119.1,11.0
26.0,51.6,1.663,901.2,832.0,824.0,1691.0,881.1,6.7
36.0,18.0,0.9832,941.5,853.4,910.0,1281.2,626.0,6.7
28.9,37.4,1.2606,1088.7,1116.5,734.4,1810.7,1190.7,13.3
26.5,39.3,1.2548,931.2,834.4,776.4,1512.2,805.6,6.5
34.1,21.6,1.0857,1063.9,1124.1,829.0,1897.3,992.8,14.8
25.4,31.6,0.22,1138.0,393.3,1855.3,587.1,654.7,0.1
33.8,25.7,1.2477,917.0,627.8,1016.3,1329.2,461.8,3.1
26.5,34.3,1.1981,1114.4,1192.7,736.7,1949.3,1163.2,17.7
9.0,59.1,0.6575,990.0,804.3,930.7,1067.9,810.9,4.8
9.3,72.2,0.9088,1173.4,886.8,890.0,1570.4,870.2,7.5
25.5,31.6,0.9953,1262.8,1233.8,638.3,1996.0,1385.6,18.0
18.8,55.4,1.3051,1419.0,1289.7,482.1,1901.8,1510.1,23.0
34.3,28.0,1.6296,1063.2,755.5,824.5,1411.7,674.2,5.3
36.7,22.0,1.341,1099.8,1181.6,665.3,1975.6,1079.7,18.0
3.3,59.7,0.4551,974.1,761.0,920.1,970.3,1023.1,4.7
20.4,24.8,0.5931,1158.7,1045.4,881.7,1598.6,983.7,13.2
16.5,46.3,0.8698,1215.8,1074.4,777.0,1802.3,1063.7,14.2
23.0,46.2,1.2596,884.0,645.8,1033.9,1444.1,573.7,3.0
7.8,51.8,0.5414,1320.2,1427.8,486.9,1499.7,1758.4,21.6
9.5,71.4,0.8429,1084.7,805.0,814.0,1212.8,1021.8,6.2
12.0,61.3,0.917,1743.1,1523.6,678.1,2276.5,1579.2,26.7
19.0,60.9,1.2702,986.7,859.2,759.1,1427.0,906.2,8.0
39.0,18.2,1.094,1101.3,1101.1,742.1,1711.8,932.8,12.6
11.3,54.5,0.6767,1438.0,1135.5,554.4,1475.2,1942.4,16.9
39.9,13.8,1.0494,1020.4,1049.6,913.9,1658.3,844.4,11.5
27.5,22.0,0.8394,998.3,1246.6,778.3,1830.2,1042.5,15.3
10.1,33.0,0.4249,1098.9,898.2,822.0,932.2,1379.1,6.9
14.0,49.8,0.8364,1436.5,1133.7,634.6,1822.0,1535.0,16.1
16.2,60.7,1.0813,1103.0,1028.0,727.7,1430.0,1132.0,10.5
20.6,73.4,1.5808,942.7,859.0,731.5,1506.8,965.7,6.7
37.5,27.2,1.6635,1317.0,1378.1,610.8,2025.4,1416.5,22.4
11.3,67.2,0.8888,929.6,520.7,1112.4,1053.7,486.1,1.3
19.3,49.3,1.1688,865.0,661.4,1126.6,1350.9,707.1,2.6
33.0,25.9,1.4069,1138.3,1203.4,668.3,2070.6,1283.4,17.1
23.7,58.7,1.6069,873.4,639.6,1153.6,1309.3,589.0,2.5
18.8,50.7,1.2488,1507.0,1324.1,620.2,1980.6,1439.0,20.1
7.6,79.1,0.8079,1241.7,937.4,590.3,1175.5,1602.4,10.4
30.6,32.3,1.2288,924.1,805.8,926.6,1344.2,750.9,5.7
14.4,57.2,1.0501,1199.9,853.9,957.9,1586.2,785.0,6.2
22.7,54.6,1.5936,1581.3,1301.8,512.0,2071.2,1381.0,21.9
26.1,32.0,1.0826,1181.4,1044.8,748.8,1511.4,1248.4,10.2
23.0,32.4,0.2256,1112.1,381.6,1753.2,617.8,632.5,0.1
15.5,54.5,1.0033,994.2,914.8,875.7,1669.6,898.7,9.8
19.1,54.9,1.2811,1170.2,1064.0,659.5,1664.5,1180.5,11.9
18.4,58.8,1.1127,1185.4,1017.7,641.2,1406.0,987.0,10.8
11.3,30.9,0.4264,839.0,731.8,931.9,909.5,571.3,3.7
23.9,52.5,1.5243,939.0,851.2,757.6,1475.0,993.0,6.0
15.2,62.2,1.1042,716.3,607.6,1124.0,1385.7,725.0,2.6
12.6,64.0,0.9375,1128.8,653.8,1213.8,1420.1,979.7,3.9
5.0,48.8,0.429,902.1,860.0,969.2,891.9,861.2,5.8
8.7,58.4,0.6657,931.3,660.4,1486.8,1239.5,585.1,2.5
24.6,63.2,1.8351,1192.1,875.1,673.2,1719.1,1071.2,8.6
16.5,58.3,1.133,1475.4,1484.7,423.2,1869.5,1698.8,24.4
30.7,39.2,1.6029,1121.0,1180.1,596.4,1855.3,1178.0,14.8
9.5,59.9,0.7576,1071.6,844.6,705.8,1206.4,1212.0,7.5
29.9,33.8,1.5666,935.6,622.2,1107.0,1495.6,510.3,3.2
11.6,58.9,0.7418,1007.3,689.7,1144.0,1343.1,765.0,3.9
27.1,43.0,1.6017,1159.8,821.7,887.1,1528.0,956.8,6.3
14.4,63.0,1.0726,1036.9,735.1,960.4,1500.0,752.0,5.6
20.5,49.9,1.2823,1310.0,1218.0,646.3,1958.4,1175.0,14.8
20.2,82.0,1.9939,1208.4,972.6,682.4,1724.2,908.8,9.4
12.1,70.5,0.999,929.2,704.6,918.6,1158.3,847.4,4.4
27.8,56.4,2.0942,1033.1,849.8,794.0,1681.7,769.0,6.4
11.0,47.7,0.6429,812.9,610.8,1139.3,964.3,474.2,2.2
15.7,16.8,0.2977,961.0,1029.6,789.6,917.8,1037.8,10.3
23.0,31.1,0.9371,1368.2,1059.3,734.7,1637.7,1172.1,14.0
6.3,40.4,0.416,1174.7,1141.7,632.4,1282.0,1664.2,15.1
15.4,66.9,1.0513,1478.0,1283.8,496.9,1650.8,1511.2,20.9
36.9,17.7,1.1383,1050.5,1186.6,783.8,1828.9,987.8,14.8
10.9,33.9,0.4621,809.0,619.4,1102.0,836.2,760.9,2.6
21.5,31.3,0.862,765.4,664.0,1299.1,1376.6,493.0,3.7
26.3,37.2,1.3705,1137.3,1015.7,780.3,1841.4,1039.8,11.6
6.1,37.6,0.3471,826.2,739.5,990.4,849.0,700.9,4.3
10.0,67.0,0.8378,1443.4,1079.1,580.6,1396.8,1803.1,13.6
26.0,37.3,1.1688,805.4,624.7,1150.4,1181.5,660.4,3.0
20.4,61.5,1.4642,1041.3,822.5,834.2,1388.2,1052.5,7.0
18.4,60.6,1.2173,1467.9,1141.4,658.9,1834.4,1561.2,15.6
9.5,68.1,0.789,911.0,545.3,1493.5,1328.2,450.3,1.8
24.4,31.1,0.9722,1089.0,939.1,925.0,1361.0,1190.8,10.3
16.4,60.6,1.0574,996.9,922.1,799.9,1397.8,857.8,8.3
19.5,35.2,0.8807,1211.5,1244.4,712.0,1809.5,1426.6,16.4
21.7,42.0,1.1451,1086.4,1120.6,883.0,1874.2,1024.3,12.3
14.7,42.4,0.6761,1494.6,1417.5,669.3,1499.8,1973.7,22.2
21.2,64.4,1.5035,910.4,653.8,898.9,1307.5,715.3,4.1
25.6,34.7,1.2036,1356.6,1545.0,476.2,2297.8,2021.0,28.5
17.3,77.9,1.4258,969.2,873.0,781.2,1443.0,900.2,7.8
17.5,73.0,1.3876,1349.0,1362.8,491.0,1844.0,1462.9,23.6
34.0,27.7,1.3439,1106.0,1015.9,815.0,1644.2,915.3,10.4
17.9,39.4,0.8474,1316.9,992.0,952.4,1777.6,1299.9,11.1
25.0,53.1,1.6068,853.6,675.8,913.0,1574.9,649.0,3.6
27.8,41.4,1.5191,1340.5,1198.5,559.3,1853.0,1351.4,19.8
16.4,67.8,1.2596,1457.3,1248.0,473.0,1753.0,1795.3,19.7
14.6,67.9,1.1018,921.4,589.8,982.6,1154.4,617.1,2.2
25.0,49.0,1.4857,875.5,658.2,1027.0,1458.2,895.6,3.0
19.3,43.1,1.0312,1435.0,1328.7,593.1,1870.2,1420.6,19.0
19.0,33.9,0.7042,1240.0,994.4,1111.9,1486.0,956.5,9.7
23.8,51.1,1.4518,897.9,837.1,735.1,1635.6,946.6,6.8
13.2,76.4,1.2303,1739.7,1518.2,532.0,2137.1,1432.3,27.3
9.9,46.2,0.5296,829.6,664.0,1015.0,915.7,518.7,3.5
23.4,49.6,1.6834,1370.6,1303.8,520.3,1889.0,1400.5,18.1
24.7,46.9,1.5437,1235.0,1116.2,650.8,1567.5,1181.1,11.3
23.7,52.5,1.548,1060.8,939.1,727.3,1508.9,922.5,7.7
27.2,47.4,1.8284,1016.6,792.0,784.4,1571.9,731.6,5.9
20.2,55.6,1.2407,1459.0,1315.3,556.5,1830.9,1626.4,23.5
13.3,67.3,1.1328,888.0,626.8,1316.5,1370.9,671.0,2.0
12.8,67.4,1.0428,1574.1,1397.8,579.0,2306.6,1648.0,23.9
31.6,16.8,0.8592,674.0,604.2,1326.0,1054.5,386.4,1.9
4.8,62.7,0.563,899.9,716.1,898.6,1010.2,875.0,3.8
22.9,44.7,1.4378,1465.4,1406.9,508.2,1817.8,1640.6,22.4
15.4,49.9,0.8106,935.6,699.8,1073.5,1301.5,826.8,4.2
6.2,57.5,0.5719,1385.1,1280.9,521.8,1438.5,2039.9,19.8
23.7,33.5,0.2257,1091.5,365.9,1863.6,638.6,758.4,0.1
7.7,55.7,0.615,1309.0,1192.5,877.8,1720.7,1112.0,14.9
35.2,28.7,1.4797,969.1,946.0,751.8,1532.0,615.4,7.8
11.7,35.4,0.4712,835.2,694.5,943.8,939.4,665.7,4.1
19.7,44.7,1.0538,788.6,668.3,1097.4,1431.1,514.8,3.3
31.4,27.0,1.4119,1047.3,772.3,889.9,1596.0,596.0,5.9
24.7,32.3,0.2291,1061.5,393.4,1963.4,565.0,731.0,0.1
14.8,83.8,1.4005,934.0,715.4,915.1,1264.3,764.6,4.5
21.1,58.7,1.4789,817.0,611.8,1066.0,1364.5,667.7,2.6
8.3,47.2,0.5035,1016.3,973.7,921.1,1077.9,1021.2,11.7
21.6,33.2,0.8061,993.2,830.5,1083.9,1521.5,783.0,7.5
25.2,41.0,1.4864,1302.8,1285.0,539.5,1944.6,1520.6,18.6
29.6,33.9,1.5903,1303.4,1238.7,568.4,1804.2,1280.3,19.3
27.5,61.3,2.0977,951.4,785.8,773.1,1548.4,846.3,5.6
25.6,45.3,1.553,1356.5,1259.3,518.0,1958.3,1580.2,19.8
19.4,64.2,1.5277,1014.9,741.7,852.8,1503.6,839.0,5.2
9.5,65.3,0.7425,1024.0,790.6,1119.7,1343.4,840.6,4.6
25.8,48.1,1.7447,1389.5,1239.7,452.9,2391.4,1533.0,21.1
21.8,69.5,1.7415,1175.5,1008.1,630.8,1570.0,1076.0,9.4
27.6,43.5,1.528,1048.1,1103.5,742.6,1830.0,1253.3,12.2
10.2,70.7,0.9736,1178.0,1039.7,1321.0,1381.8,1286.4,13.3
28.7,56.6,1.9206,1348.9,1307.0,560.3,2235.5,1173.1,17.8
13.7,34.2,0.5763,1090.6,984.0,651.9,1188.3,1243.5,11.5
14.5,60.6,0.9715,832.8,673.1,1082.0,1130.9,783.0,2.6
20.4,47.4,1.1917,941.3,815.0,951.4,1469.8,643.4,5.7
24.5,61.8,1.7838,853.4,625.0,973.1,1603.8,607.2,2.4
36.7,15.2,0.8435,917.1,1010.1,920.8,1338.6,658.4,9.6
14.2,70.7,1.1407,1538.2,1450.4,485.1,2098.7,1634.9,27.2
11.3,60.6,0.8723,1237.8,1024.0,626.7,1266.0,1832.2,9.0
25.6,45.1,1.539,1866.9,1913.3,357.2,2522.5,2031.2,41.2
21.0,68.7,1.8007,1546.5,1552.7,511.7,2274.6,1677.9,29.3
39.2,16.1,1.084,1099.1,1232.6,631.8,1692.9,1186.8,19.1
7.8,74.7,0.8217,1223.0,902.1,713.0,1264.6,1484.1,9.0
14.3,67.2,1.0446,844.6,610.8,1133.0,1340.5,765.6,2.6
32.0,19.1,0.8753,1133.9,1329.9,667.8,1767.9,1289.7,25.5
24.7,42.9,1.4568,1263.5,1106.7,647.8,1703.5,1240.2,13.1
6.8,64.2,0.6442,909.5,714.4,958.8,975.6,881.7,5.1
16.5,66.9,1.3713,1713.9,1708.7,385.0,2155.2,1960.4,31.9
29.4,42.4,1.6286,1264.4,1006.3,570.4,1739.7,1314.6,12.2
22.9,60.3,1.7863,1448.8,1398.5,423.0,2064.2,1608.5,25.4
10.8,59.1,0.8454,1641.2,1180.8,479.8,1461.2,2142.0,18.6
15.3,48.3,0.9059,1082.7,831.0,1044.7,1355.5,1114.0,5.4
17.5,38.0,0.8394,770.9,580.1,1485.3,1158.1,578.7,1.9
20.0,68.2,1.7127,1116.9,903.7,683.8,1652.7,1001.0,7.8
24.8,28.3,0.8559,1557.5,1614.1,569.4,2170.9,1686.2,33.6
15.0,47.3,0.9211,1222.2,1159.5,763.2,1696.3,1084.8,14.1
24.6,34.7,1.1548,1300.0,1255.8,619.4,2146.1,1445.8,20.2
17.6,48.5,0.9743,1012.9,761.5,1001.6,1541.3,805.8,4.9
14.7,78.6,1.4302,811.9,512.3,1347.2,1559.3,472.2,1.6
9.0,47.4,0.5038,936.3,805.0,936.0,907.7,800.3,5.5
31.2,38.0,1.939,1551.2,1559.0,511.1,2634.1,1920.4,29.2
27.6,44.1,1.5414,1307.5,1174.1,492.1,1771.2,1413.0,17.2
12.0,58.4,0.8164,967.3,784.2,1109.0,1381.0,779.0,4.6
38.8,23.3,1.4483,986.0,939.8,732.3,1636.0,670.3,9.1
20.7,63.6,1.608,1204.8,926.2,685.0,1612.0,1120.1,10.5
15.4,60.7,0.9626,980.2,1051.0,723.7,1344.2,1009.8,10.4
8.4,67.0,0.7236,959.0,763.3,907.2,1078.7,1044.8,5.4
20.3,65.1,1.4769,1145.7,1208.7,556.5,1803.5,1469.2,15.9
29.4,37.6,1.4282,1507.9,1449.9,489.8,2158.0,1540.7,30.3
11.8,55.5,0.7916,1172.2,1026.6,820.1,1698.9,1252.6,12.2
36.0,31.1,1.7146,1135.3,1013.0,702.0,1692.0,848.8,10.4
14.0,59.3,0.9433,1033.2,820.7,993.0,1409.9,739.8,6.3
29.3,32.9,1.4426,972.2,802.6,823.2,1513.0,716.9,6.6
15.0,80.0,1.4398,1490.0,1276.5,556.0,2293.0,1406.0,20.7
22.0,36.6,1.0197,1027.4,815.1,1033.5,1539.9,848.6,7.1
15.2,50.6,0.8186,1798.6,1614.7,546.4,2319.9,1969.0,37.2
19.0,47.4,1.0135,970.0,801.2,1043.0,1520.5,571.5,5.0
23.7,33.5,0.226,1055.4,377.7,1771.1,607.8,806.8,0.1
21.3,69.6,1.6165,1473.2,1278.2,533.5,1890.7,1433.2,16.4
22.3,46.2,1.3611,948.6,776.2,980.7,1690.7,783.0,5.4
25.0,35.6,0.2294,1111.7,365.9,1762.8,574.2,621.5,0.1
15.1,77.6,1.2755,980.5,771.8,892.8,1271.2,642.6,4.2
19.7,70.4,1.5918,1009.8,873.6,719.2,1382.0,920.0,7.6
22.6,38.2,1.1125,1164.9,1032.6,726.2,1790.1,1240.0,12.7
35.4,30.4,1.6626,1172.9,958.8,698.9,1834.9,914.6,11.2
17.0,29.4,0.5305,1556.0,1350.4,694.2,1963.1,1604.6,21.9
8.9,83.4,0.9533,904.7,622.1,1283.1,1329.9,530.9,2.9
24.1,58.8,1.6481,848.6,551.5,1091.0,1279.6,580.3,2.0
25.0,44.5,1.3689,827.0,688.8,1096.5,1490.4,743.7,2.9
33.1,29.0,1.4017,1139.2,1227.0,623.7,1649.8,1228.5,18.7
24.3,40.7,1.1808,1467.8,1456.3,486.4,2235.8,1738.2,28.4
23.9,33.8,0.2256,1092.7,389.4,1755.0,565.0,743.2,0.1
31.9,41.0,1.9624,1119.3,881.1,732.1,1673.1,887.9,7.8
27.2,24.4,1.0188,1012.7,1015.6,942.3,1699.8,876.1,12.5
13.1,80.4,1.1849,1067.0,771.0,869.3,1455.4,913.7,6.8
21.5,73.2,1.7872,1495.8,1318.2,490.4,1839.6,1411.7,21.9
20.4,49.7,1.2522,881.7,638.9,955.0,1247.4,718.7,3.8
20.0,49.1,1.0885,1059.4,883.7,732.8,1399.8,1141.7,7.8
28.4,28.4,0.9462,1035.2,750.4,1069.2,1462.7,553.3,4.6
34.7,34.3,1.7996,1185.1,935.3,654.6,1814.6,880.3,11.1
14.9,58.2,1.0196,1093.9,753.7,1158.7,1504.8,693.0,4.0
15.2,80.5,1.3683,1043.5,707.7,1011.2,1661.9,994.0,5.0
26.6,37.9,1.2921,1170.0,1077.0,719.1,1794.0,1281.1,10.3
26.6,43.4,1.3243,1011.0,1009.0,666.9,1642.4,1108.7,11.9
26.5,25.5,0.967,1197.0,1263.2,672.0,1771.0,1390.0,20.1
6.0,64.8,0.5926,1283.4,1195.8,585.0,1413.7,1304.8,14.6
24.3,35.8,0.2313,1083.4,366.1,1865.2,621.3,638.1,0.1
17.6,37.0,0.7501,1122.0,1125.1,787.0,1701.8,980.4,14.6
25.2,34.8,1.0684,972.9,1065.8,772.1,1733.6,958.8,11.6
18.5,60.5,1.405,1231.9,1193.6,551.9,1647.0,1313.0,14.0
16.1,44.7,0.8009,875.0,735.4,1083.0,1367.8,696.7,4.2
15.9,51.2,0.9956,1200.5,1026.5,664.3,1324.0,1179.8,10.8
22.6,55.3,1.4742,968.2,799.9,873.4,1632.0,973.2,6.8
14.3,48.9,0.8231,1199.9,943.5,901.6,1545.4,1093.8,8.1
23.6,61.0,1.5856,913.9,703.1,784.7,1487.6,783.8,4.7
31.1,28.6,1.2718,976.1,942.4,722.0,1627.4,697.9,10.6
20.3,67.6,1.5596,1036.8,998.6,666.0,1459.2,1075.1,9.7
16.5,56.4,1.0491,888.0,551.7,1402.8,1409.2,462.6,1.8
24.3,35.8,1.0333,1015.7,1145.3,906.3,1743.1,1034.0,14.1
25.3,46.6,1.6265,1059.8,1020.0,674.2,1700.2,1020.8,10.8
27.2,50.7,1.5988,1186.6,982.1,613.4,1574.4,972.0,11.4
21.1,62.3,1.719,985.2,924.9,777.1,1600.6,869.4,7.8
21.2,50.9,1.28,854.6,883.0,890.2,1550.1,737.2,6.8
12.6,65.5,0.9455,986.3,614.7,1098.3,1334.2,476.9,3.3
18.8,60.7,1.4023,801.6,632.4,1116.2,1247.4,711.4,2.5
23.9,36.2,1.2049,1082.6,905.8,988.0,1309.4,952.6,7.7
13.7,71.0,1.0581,767.6,577.2,1152.4,1123.3,573.7,1.7
35.1,24.1,1.4672,1387.0,1478.1,545.0,2265.1,1649.0,26.5
12.5,77.5,1.2254,1210.0,1020.0,638.3,1354.1,987.7,10.7
26.2,50.7,1.713,1394.9,1348.4,584.5,2024.0,1520.9,22.2
22.8,60.4,1.8468,1031.0,782.3,830.3,1474.1,772.1,5.2
22.5,49.7,1.4269,1478.0,1414.2,492.5,1814.5,1723.8,22.1
17.8,60.6,1.331,1493.4,1463.7,474.2,1930.1,1658.7,23.7
22.5,72.5,1.9069,872.3,719.3,897.8,1671.3,984.9,4.5
33.9,26.8,1.397,1392.6,1299.8,545.0,2186.8,1891.1,22.3
12.7,59.4,0.9582,1415.0,1121.7,721.0,1687.3,1192.0,14.0
24.6,42.8,1.3805,1225.7,1142.8,677.7,1908.0,1077.1,16.3
20.4,63.2,1.563,1103.9,905.4,691.0,1587.0,1104.0,8.8
26.9,53.6,1.7987,948.5,813.8,765.1,1703.2,1102.4,7.0
8.8,52.3,0.6117,1685.9,1787.0,368.6,1821.2,2507.0,36.8
22.4,59.7,1.6287,1336.0,1371.2,500.8,2111.7,1411.3,22.4
29.1,25.9,1.0539,1165.5,966.7,880.7,1653.2,858.0,8.8
14.7,66.5,1.2601,1689.9,1617.7,360.0,2282.6,1804.2,37.2
25.8,47.4,1.823,962.4,958.6,738.5,1685.0,792.8,8.3
28.6,36.4,1.537,1288.6,1061.3,592.4,1710.3,1347.2,14.0
15.5,32.6,0.6127,1360.3,1319.1,519.8,1471.0,1553.1,20.3
16.6,60.9,1.1873,1245.9,1056.5,674.0,1982.2,1226.4,14.2
5.1,48.7,0.4099,795.8,573.5,1348.3,719.8,603.7,1.4
16.3,60.3,1.2622,1034.8,898.0,799.1,1479.4,1053.7,8.0
34.7,24.2,1.3095,1134.5,1217.8,761.0,1978.1,1103.9,16.0
20.1,41.6,0.9706,940.5,871.4,899.6,1533.1,743.6,6.9
30.9,32.7,1.3343,1289.3,1247.6,628.0,1838.2,1513.4,14.9
19.3,49.8,1.1796,1402.6,1269.0,545.3,2140.0,1662.6,21.1
8.5,44.1,0.4773,952.4,775.2,869.4,1033.0,911.4,5.7
5.6,82.2,0.78,1014.6,1004.5,692.6,1312.5,1050.9,11.9
18.4,30.1,0.6821,880.3,733.4,1141.9,1258.6,592.9,5.4
36.1,35.1,1.962,933.2,625.9,979.2,1461.1,551.2,3.4
14.1,75.3,1.257,954.5,841.8,764.3,1438.3,915.8,7.4
11.0,74.7,1.0324,1802.9,1879.7,335.0,2625.6,2192.3,49.9
23.1,49.1,1.1913,956.3,1007.0,838.0,1787.2,835.0,9.7
14.6,47.2,0.7759,1080.6,1120.4,792.5,1222.9,1003.5,12.9
8.7,58.5,0.7294,1123.6,835.3,962.4,1464.8,1102.1,6.6
23.7,52.9,1.5143,1424.1,1719.1,385.1,2631.6,1742.6,35.6
13.3,63.2,0.9408,1041.0,655.7,1034.2,1342.1,908.0,3.7
19.6,56.6,1.3194,1524.4,1257.8,578.5,2140.4,1541.8,22.0
29.9,19.3,0.7014,1336.6,1173.1,923.1,1864.5,1352.4,16.3
30.6,33.1,1.6453,955.4,802.0,763.5,1473.9,524.5,5.6
23.6,34.6,0.2258,1129.0,385.4,1772.9,583.5,753.4,0.1
38.0,18.4,1.1609,996.3,842.7,1012.0,1377.3,634.2,5.5
20.0,67.9,1.4769,796.7,658.2,1317.7,1491.9,694.3,2.6
26.1,26.3,0.8234,1143.7,1173.1,820.7,1784.6,1102.4,14.5
35.0,29.3,1.5614,1435.8,1255.2,560.6,1949.8,1852.3,19.5
21.0,52.0,1.2082,1334.2,1096.5,787.3,1815.4,966.2,12.8
12.0,70.7,0.9924,1328.1,832.8,884.0,1547.4,1064.2,8.2
16.2,57.3,1.1328,1081.1,965.2,683.1,1403.8,950.4,9.5
8.9,73.6,0.8173,1339.5,965.6,660.4,1183.0,1506.4,9.4
22.8,54.4,1.467,970.3,830.6,824.2,1551.0,850.4,5.8
25.5,34.5,0.222,1162.9,373.6,1973.7,607.2,661.0,0.1
16.7,64.1,1.3674,765.2,692.6,977.6,1258.6,719.0,3.2
27.6,47.7,1.7251,1074.3,1071.7,694.6,1715.0,857.5,10.2
15.0,66.5,1.1287,985.3,744.0,1015.4,1571.4,888.2,4.3
12.1,65.5,0.9624,913.7,658.2,1033.0,1067.0,676.1,2.7
15.1,53.3,0.9626,910.5,626.2,1249.0,1276.5,445.0,2.6
23.0,72.3,1.8511,1300.5,1233.0,552.9,2066.4,1360.9,18.0
16.4,55.4,0.9971,809.3,721.7,940.5,1243.4,593.3,4.6
13.1,61.7,0.853,1178.6,1126.8,572.9,1411.1,1286.8,11.5
19.5,71.1,1.6391,1056.8,836.8,820.1,1470.0,782.8,5.5
13.0,83.1,1.1419,1319.9,1052.6,603.8,1444.0,1351.4,12.7
11.3,69.1,0.9475,1180.1,780.2,1081.5,1568.2,1104.7,6.5
22.7,48.1,1.2088,1290.6,970.6,765.4,1678.1,1134.2,10.1
4.1,85.2,0.6943,1005.8,878.8,760.2,1169.9,986.1,8.6
